driverId,driverRef,nationality,raceId,pointsSeason,positionSeason,wins,constructorId,positionOrder,pointsRace,laps,rank,fastestLapTime,fastestLapSpeed,statusId,mean_stop,stops,year,round,date,country,age,minQ,ConstructorSeasonPoints,ConstructorSeasonPosition,ConstructorWins,ConstructorRacePoints,nextPodium,nextTop10,qualifyPosition
1,hamilton,British,845.0,77.0,2.0,1.0,1.0,2.0,18.0,66.0,1.0,1:26.727,193.227,1.0,13717.166666666666,4,2011,5,2011-05-22,Spain,26.368782384306318,74.275,138.0,2.0,1.0,33.0,False,True,7.0
18,button,British,845.0,61.0,4.0,0.0,1.0,3.0,15.0,66.0,7.0,1:27.518,191.48,1.0,12349.6,3,2011,5,2011-05-22,Spain,31.33808360199046,73.997,138.0,2.0,1.0,33.0,True,True,2.0
1,hamilton,British,846.0,85.0,2.0,1.0,1.0,6.0,8.0,78.0,5.0,1:17.847,154.456,1.0,15723.2,3,2011,6,2011-05-29,Monaco,26.387947733355237,97.38000000000001,161.0,2.0,1.0,23.0,False,True,3.0
18,button,British,846.0,76.0,4.0,0.0,1.0,3.0,15.0,78.0,3.0,1:16.463,157.252,1.0,15447.0,3,2011,6,2011-05-29,Monaco,31.357248951039377,73.83800000000001,161.0,2.0,1.0,23.0,True,True,7.0
1,hamilton,British,848.0,97.0,4.0,1.0,1.0,4.0,12.0,57.0,6.0,1:42.947,189.499,1.0,12487.2,3,2011,8,2011-06-26,Spain,26.464609129550915,92.376,206.0,2.0,2.0,20.0,False,True,10.0
18,button,British,848.0,109.0,2.0,1.0,1.0,6.0,8.0,57.0,3.0,1:42.340,190.623,1.0,12533.4,3,2011,8,2011-06-26,Spain,31.433910347235056,91.89800000000001,206.0,2.0,2.0,20.0,False,False,5.0
1,hamilton,British,849.0,109.0,4.0,1.0,1.0,4.0,12.0,52.0,5.0,1:36.180,220.499,1.0,14671.0,3,2011,9,2011-07-10,UK,26.502939827648753,90.134,218.0,2.0,2.0,12.0,True,True,2.0
18,button,British,849.0,109.0,5.0,1.0,1.0,20.0,0.0,39.0,10.0,1:36.982,218.675,61.0,14703.2,3,2011,9,2011-07-10,UK,31.472241045332897,91.28800000000001,218.0,2.0,2.0,12.0,False,False,7.0
1,hamilton,British,850.0,134.0,3.0,2.0,1.0,1.0,25.0,60.0,1.0,1:34.302,196.526,1.0,12546.4,3,2011,10,2011-07-24,Germany,26.541270525746594,79.97800000000001,243.0,2.0,3.0,25.0,False,True,2.0
18,button,British,850.0,109.0,5.0,1.0,1.0,22.0,0.0,35.0,9.0,1:36.258,192.532,9.0,7273.333333333333,1,2011,10,2011-07-24,Germany,31.510571743430734,80.024,243.0,2.0,3.0,25.0,True,True,3.0
1,hamilton,British,851.0,146.0,3.0,2.0,1.0,4.0,12.0,70.0,2.0,1:23.661,188.517,1.0,15006.5,6,2011,11,2011-07-31,Hungary,26.560435874795512,108.73,280.0,2.0,4.0,37.0,False,False,2.0
18,button,British,851.0,134.0,5.0,2.0,1.0,1.0,25.0,70.0,6.0,1:23.937,187.898,1.0,12753.2,3,2011,11,2011-07-31,Hungary,31.529737092479653,121.813,280.0,2.0,4.0,37.0,True,True,13.0
1,hamilton,British,852.0,146.0,5.0,2.0,1.0,22.0,0.0,12.0,18.0,1:55.647,218.029,4.0,7582.666666666667,1,2011,12,2011-08-28,Belgium,26.63709727099119,82.72500000000001,295.0,2.0,4.0,15.0,False,True,2.0
18,button,British,852.0,149.0,4.0,2.0,1.0,3.0,15.0,44.0,2.0,1:50.062,229.092,1.0,14062.4,3,2011,12,2011-08-28,Belgium,31.60639848867533,82.777,295.0,2.0,4.0,15.0,True,True,3.0
1,hamilton,British,853.0,158.0,5.0,2.0,1.0,4.0,12.0,53.0,1.0,1:26.187,241.971,1.0,11203.25,2,2011,13,2011-09-11,Italy,26.67542796908903,104.80900000000001,325.0,2.0,4.0,30.0,False,True,4.0
18,button,British,853.0,167.0,3.0,2.0,1.0,2.0,18.0,53.0,2.0,1:26.207,241.915,1.0,11156.5,2,2011,13,2011-09-11,Italy,31.644729186773173,104.804,325.0,2.0,4.0,30.0,True,True,3.0
1,hamilton,British,854.0,168.0,5.0,2.0,1.0,5.0,10.0,61.0,4.0,1:50.832,164.779,1.0,21339.571428571428,5,2011,14,2011-09-25,Singapore,26.71375866718687,90.617,353.0,2.0,4.0,28.0,False,True,3.0
18,button,British,854.0,185.0,2.0,2.0,1.0,2.0,18.0,61.0,1.0,1:48.454,168.392,1.0,18253.4,3,2011,14,2011-09-25,Singapore,31.68305988487101,90.47500000000001,353.0,2.0,4.0,28.0,True,True,2.0
1,hamilton,British,855.0,178.0,5.0,2.0,1.0,5.0,10.0,53.0,9.0,1:37.645,214.093,1.0,13212.0,3,2011,15,2011-10-09,Japan,26.752089365284707,95.82000000000001,388.0,2.0,5.0,35.0,True,True,1.0
18,button,British,855.0,210.0,2.0,3.0,1.0,1.0,25.0,53.0,1.0,1:36.568,216.481,1.0,12735.6,3,2011,15,2011-10-09,Japan,31.721390582968848,96.126,388.0,2.0,5.0,35.0,False,True,3.0
1,hamilton,British,856.0,196.0,5.0,2.0,1.0,2.0,18.0,55.0,3.0,1:40.459,201.216,1.0,10571.75,2,2011,16,2011-10-16,Korea,26.771254714333626,84.474,418.0,2.0,5.0,30.0,False,True,2.0
18,button,British,856.0,222.0,2.0,3.0,1.0,4.0,12.0,55.0,7.0,1:40.709,200.716,1.0,10599.5,2,2011,16,2011-10-16,Korea,31.74055593201777,84.95,418.0,2.0,5.0,30.0,True,True,5.0
1,hamilton,British,857.0,202.0,5.0,2.0,1.0,7.0,6.0,60.0,9.0,1:28.721,207.955,1.0,14550.6,3,2011,17,2011-10-30,India,26.809585412431467,98.43400000000001,442.0,2.0,5.0,24.0,True,True,2.0
18,button,British,857.0,240.0,2.0,3.0,1.0,2.0,18.0,60.0,4.0,1:27.967,209.737,1.0,10951.25,2,2011,17,2011-10-30,India,31.778886630115608,98.631,442.0,2.0,5.0,24.0,True,True,3.0
1,hamilton,British,858.0,227.0,5.0,3.0,1.0,1.0,25.0,55.0,3.0,1:43.461,193.255,1.0,9912.0,2,2011,18,2011-11-13,UAE,26.847916110529304,72.48,482.0,2.0,6.0,40.0,False,False,4.0
18,button,British,858.0,255.0,2.0,3.0,1.0,3.0,15.0,55.0,2.0,1:43.154,193.83,1.0,10521.25,2,2011,18,2011-11-13,UAE,31.81721732821345,72.283,482.0,2.0,6.0,40.0,True,True,3.0
1,hamilton,British,860.0,15.0,3.0,0.0,1.0,3.0,15.0,58.0,4.0,1:29.538,213.214,1.0,11796.75,2,2012,1,2012-03-18,Australia,27.192892393409856,96.21900000000001,40.0,1.0,1.0,40.0,True,True,1.0
18,button,British,860.0,25.0,1.0,1.0,1.0,1.0,25.0,58.0,1.0,1:29.187,214.053,1.0,11747.5,2,2012,1,2012-03-18,Australia,32.162193611094,96.36800000000001,40.0,1.0,1.0,40.0,False,False,2.0
1,hamilton,British,861.0,30.0,2.0,0.0,1.0,3.0,15.0,56.0,6.0,1:41.539,196.523,1.0,15886.4,3,2012,2,2012-03-25,Malaysia,27.21205774245878,95.626,55.0,1.0,1.0,15.0,True,True,2.0
18,button,British,861.0,25.0,3.0,1.0,1.0,14.0,0.0,56.0,14.0,1:42.100,195.443,1.0,19229.85714285714,5,2012,2,2012-03-25,Malaysia,32.181358960142916,95.94200000000001,55.0,1.0,1.0,15.0,True,True,6.0
1,hamilton,British,862.0,45.0,1.0,0.0,1.0,3.0,15.0,56.0,6.0,1:40.530,195.201,1.0,12526.8,3,2012,3,2012-04-15,China,27.269553789605535,92.52000000000001,88.0,1.0,1.0,33.0,False,True,2.0
18,button,British,862.0,43.0,2.0,1.0,1.0,2.0,18.0,56.0,3.0,1:40.422,195.411,1.0,13707.0,3,2012,3,2012-04-15,China,32.23885500728968,92.71100000000001,88.0,1.0,1.0,33.0,False,False,4.0
1,hamilton,British,863.0,49.0,2.0,0.0,1.0,8.0,4.0,57.0,7.0,1:37.733,199.351,1.0,16704.6,3,2012,4,2012-04-22,Bahrain,27.288719138654457,81.70700000000001,92.0,2.0,1.0,4.0,False,True,1.0
18,button,British,863.0,43.0,4.0,1.0,1.0,18.0,0.0,55.0,9.0,1:38.046,198.714,43.0,15454.333333333334,4,2012,4,2012-04-22,Bahrain,32.2580203563386,82.944,92.0,2.0,1.0,4.0,False,True,11.0
1,hamilton,British,864.0,53.0,3.0,0.0,1.0,8.0,4.0,66.0,18.0,1:28.918,188.465,1.0,10702.0,2,2012,5,2012-05-13,Spain,27.346215185801213,74.583,98.0,2.0,1.0,6.0,False,True,4.0
18,button,British,864.0,45.0,6.0,1.0,1.0,9.0,2.0,66.0,14.0,1:28.624,189.09,1.0,12432.8,3,2012,5,2012-05-13,Spain,32.315516403485354,75.536,98.0,2.0,1.0,6.0,False,False,13.0
1,hamilton,British,865.0,63.0,4.0,0.0,1.0,5.0,10.0,78.0,4.0,1:18.806,152.577,1.0,8871.333333333334,1,2012,6,2012-05-27,Monaco,27.384545883899055,74.087,108.0,2.0,1.0,10.0,True,True,2.0
18,button,British,865.0,45.0,7.0,1.0,1.0,16.0,0.0,70.0,18.0,1:19.923,150.444,4.0,8700.666666666666,1,2012,6,2012-05-27,Monaco,32.35384710158319,74.68,108.0,2.0,1.0,10.0,False,False,10.0
1,hamilton,British,866.0,88.0,1.0,1.0,1.0,1.0,25.0,70.0,6.0,1:17.020,203.837,1.0,11193.0,2,2012,7,2012-06-10,Canada,27.422876581996892,98.41000000000001,133.0,2.0,2.0,25.0,False,False,2.0
18,button,British,866.0,45.0,8.0,1.0,1.0,16.0,0.0,69.0,16.0,1:17.843,201.682,11.0,13168.0,3,2012,7,2012-06-10,Canada,32.392177799681036,98.563,133.0,2.0,2.0,25.0,False,True,9.0
1,hamilton,British,867.0,88.0,3.0,1.0,1.0,19.0,0.0,55.0,9.0,1:44.007,187.568,4.0,12826.0,2,2012,8,2012-06-24,Spain,27.461207280094733,107.433,137.0,2.0,2.0,4.0,False,True,8.0
18,button,British,867.0,49.0,8.0,1.0,1.0,8.0,4.0,57.0,17.0,1:44.806,186.138,1.0,10192.75,2,2012,8,2012-06-24,Spain,32.430508497778874,108.04400000000001,137.0,2.0,2.0,4.0,False,True,18.0
1,hamilton,British,868.0,92.0,4.0,1.0,1.0,8.0,4.0,52.0,15.0,1:36.173,220.515,1.0,12592.5,2,2012,9,2012-07-08,UK,27.49953797819257,76.221,142.0,4.0,2.0,5.0,False,False,8.0
18,button,British,868.0,50.0,8.0,1.0,1.0,10.0,1.0,52.0,14.0,1:36.086,220.714,1.0,12696.5,2,2012,9,2012-07-08,UK,32.46883919587671,76.507,142.0,4.0,2.0,5.0,True,True,7.0
1,hamilton,British,870.0,117.0,4.0,2.0,1.0,1.0,25.0,69.0,4.0,1:25.677,184.082,1.0,10091.5,2,2012,11,2012-07-29,Hungary,27.55703402533933,84.01,193.0,2.0,3.0,33.0,True,True,1.0
18,button,British,870.0,76.0,7.0,1.0,1.0,6.0,8.0,69.0,10.0,1:25.831,183.751,1.0,11946.8,3,2012,11,2012-07-29,Hungary,32.52633524302347,107.57300000000001,193.0,2.0,3.0,33.0,True,True,1.0
1,hamilton,British,869.0,92.0,5.0,1.0,1.0,24.0,0.0,56.0,19.0,1:20.091,205.596,29.0,11671.4,3,2012,10,2012-07-22,Germany,27.537868676290408,80.953,160.0,3.0,2.0,18.0,True,True,1.0
18,button,British,869.0,68.0,7.0,1.0,1.0,2.0,18.0,67.0,8.0,1:19.469,207.205,1.0,8896.25,2,2012,10,2012-07-22,Germany,32.50716989397455,81.583,160.0,3.0,2.0,18.0,False,True,4.0
1,hamilton,British,872.0,142.0,2.0,3.0,1.0,1.0,25.0,53.0,5.0,1:28.427,235.841,1.0,7203.0,1,2012,13,2012-09-09,Italy,27.672026119632847,106.36200000000001,243.0,2.0,5.0,25.0,False,False,1.0
18,button,British,872.0,101.0,6.0,2.0,1.0,23.0,0.0,32.0,13.0,1:28.926,234.518,32.0,8088.333333333333,1,2012,13,2012-09-09,Italy,32.64132733731699,106.93900000000001,243.0,2.0,5.0,25.0,True,True,4.0
1,hamilton,British,874.0,152.0,4.0,3.0,1.0,5.0,10.0,53.0,11.0,1:37.760,213.842,1.0,10454.25,2,2012,15,2012-10-07,Japan,27.748687515828525,97.46900000000001,283.0,2.0,5.0,22.0,False,True,3.0
18,button,British,874.0,131.0,6.0,2.0,1.0,4.0,12.0,53.0,2.0,1:36.606,216.396,1.0,10556.0,2,2012,15,2012-10-07,Japan,32.71798873351267,85.467,283.0,2.0,5.0,22.0,False,True,4.0
1,hamilton,British,873.0,142.0,4.0,3.0,1.0,24.0,0.0,22.0,19.0,1:55.541,158.063,6.0,9999.333333333334,1,2012,14,2012-09-23,Singapore,27.710356817730684,92.12100000000001,261.0,2.0,5.0,18.0,False,True,9.0
18,button,British,873.0,119.0,6.0,2.0,1.0,2.0,18.0,59.0,4.0,1:52.625,162.155,1.0,15143.0,2,2012,14,2012-09-23,Singapore,32.679658035414825,91.29,261.0,2.0,5.0,18.0,False,True,3.0
1,hamilton,British,875.0,153.0,4.0,3.0,1.0,10.0,1.0,55.0,9.0,1:42.721,196.785,1.0,12147.6,3,2012,16,2012-10-14,Korea,27.767852864877444,85.54400000000001,284.0,3.0,5.0,1.0,False,True,3.0
1,hamilton,British,876.0,165.0,5.0,3.0,1.0,4.0,12.0,60.0,5.0,1:28.944,207.433,1.0,7243.0,1,2012,17,2012-10-28,India,27.806183562975285,95.766,306.0,3.0,5.0,22.0,True,True,2.0
18,button,British,876.0,141.0,6.0,2.0,1.0,5.0,10.0,60.0,1.0,1:28.203,209.176,1.0,7467.666666666667,1,2012,17,2012-10-28,India,32.775484780659426,101.29,306.0,3.0,5.0,22.0,False,True,6.0
1,hamilton,British,878.0,190.0,4.0,4.0,1.0,1.0,25.0,56.0,5.0,1:39.709,199.047,1.0,7231.0,1,2012,19,2012-11-18,USA,27.86367961012204,72.458,353.0,3.0,6.0,35.0,False,False,1.0
18,button,British,878.0,163.0,6.0,2.0,1.0,5.0,10.0,56.0,6.0,1:40.150,198.17,1.0,7447.0,1,2012,19,2012-11-18,USA,32.83298082780618,72.513,353.0,3.0,6.0,35.0,True,True,2.0
1,hamilton,British,880.0,10.0,5.0,0.0,131.0,5.0,10.0,58.0,5.0,1:29.759,212.689,1.0,13365.8,3,2013,1,2013-03-17,Australia,28.189490543953674,96.51700000000001,10.0,4.0,0.0,10.0,True,True,4.0
3,rosberg,German,880.0,0.0,20.0,0.0,131.0,20.0,0.0,26.0,18.0,1:32.259,206.926,10.0,7719.0,1,2013,1,2013-03-17,Australia,27.72130844575864,96.19000000000001,10.0,4.0,0.0,10.0,False,True,6.0
1,hamilton,British,881.0,25.0,4.0,0.0,131.0,3.0,15.0,56.0,10.0,1:41.001,197.57,1.0,15016.666666666666,4,2013,2,2013-03-24,Malaysia,28.208655893002593,94.48400000000001,37.0,4.0,0.0,27.0,True,True,1.0
3,rosberg,German,881.0,12.0,7.0,0.0,131.0,4.0,12.0,56.0,8.0,1:40.755,198.052,1.0,14551.166666666666,4,2013,2,2013-03-24,Malaysia,27.74047379480756,94.861,37.0,4.0,0.0,27.0,False,False,4.0
1,hamilton,British,882.0,40.0,4.0,0.0,131.0,3.0,15.0,56.0,6.0,1:39.981,196.273,1.0,12289.2,3,2013,3,2013-04-14,China,28.266151940149353,92.762,52.0,4.0,0.0,15.0,False,True,4.0
3,rosberg,German,882.0,12.0,7.0,0.0,131.0,19.0,0.0,21.0,19.0,1:43.378,189.823,22.0,13161.0,3,2013,3,2013-04-14,China,27.79796984195432,92.33000000000001,52.0,4.0,0.0,15.0,False,True,1.0
1,hamilton,British,883.0,50.0,3.0,0.0,131.0,5.0,10.0,57.0,11.0,1:38.204,198.395,1.0,13200.0,3,2013,4,2013-04-21,Bahrain,28.28531728919827,80.97200000000001,64.0,4.0,0.0,12.0,False,False,2.0
3,rosberg,German,883.0,14.0,9.0,0.0,131.0,9.0,2.0,57.0,4.0,1:37.588,199.647,1.0,14484.0,4,2013,4,2013-04-21,Bahrain,27.81713519100324,80.718,64.0,4.0,0.0,12.0,False,True,1.0
1,hamilton,British,884.0,50.0,4.0,0.0,131.0,12.0,0.0,65.0,13.0,1:27.895,190.659,11.0,13698.666666666666,4,2013,5,2013-05-12,Spain,28.34281333634503,73.967,72.0,4.0,0.0,8.0,False,True,2.0
3,rosberg,German,884.0,22.0,9.0,0.0,131.0,6.0,8.0,66.0,11.0,1:27.591,191.321,1.0,11937.0,3,2013,5,2013-05-12,Spain,27.874631238149995,73.876,72.0,4.0,0.0,8.0,True,True,1.0
1,hamilton,British,885.0,62.0,4.0,0.0,131.0,4.0,12.0,78.0,3.0,1:18.133,153.891,1.0,8562.333333333334,1,2013,6,2013-05-26,Monaco,28.38114403444287,83.801,109.0,4.0,1.0,37.0,True,True,2.0
3,rosberg,German,885.0,47.0,6.0,1.0,131.0,1.0,25.0,78.0,6.0,1:18.327,153.51,1.0,8696.0,1,2013,6,2013-05-26,Monaco,27.912961936247836,83.84,109.0,4.0,1.0,37.0,False,True,4.0
1,hamilton,British,886.0,77.0,4.0,0.0,131.0,3.0,15.0,70.0,3.0,1:16.354,205.615,1.0,10605.5,2,2013,7,2013-06-09,Canada,28.41947473254071,89.607,134.0,3.0,1.0,25.0,False,True,1.0
3,rosberg,German,886.0,57.0,6.0,1.0,131.0,5.0,10.0,70.0,4.0,1:16.534,205.132,1.0,12861.0,3,2013,7,2013-06-09,Canada,27.951292634345673,90.05900000000001,134.0,3.0,1.0,25.0,True,True,2.0
1,hamilton,British,887.0,89.0,4.0,0.0,131.0,4.0,12.0,52.0,4.0,1:34.159,225.231,1.0,13637.25,2,2013,8,2013-06-30,UK,28.476970779687466,89.39800000000001,171.0,2.0,2.0,37.0,False,True,1.0
3,rosberg,German,887.0,82.0,6.0,2.0,131.0,1.0,25.0,52.0,2.0,1:33.531,226.744,1.0,15241.8,3,2013,8,2013-06-30,UK,28.008788681492433,90.32600000000001,171.0,2.0,2.0,37.0,False,True,11.0
1,hamilton,British,888.0,99.0,4.0,0.0,131.0,5.0,10.0,60.0,4.0,1:34.156,196.83,1.0,11802.6,3,2013,9,2013-07-07,Germany,28.49613612873639,79.388,183.0,2.0,2.0,12.0,True,True,1.0
3,rosberg,German,888.0,84.0,6.0,2.0,131.0,9.0,2.0,60.0,6.0,1:34.181,196.778,1.0,12494.4,3,2013,9,2013-07-07,Germany,28.027954030541352,79.72,183.0,2.0,2.0,12.0,False,False,4.0
1,hamilton,British,890.0,124.0,4.0,1.0,131.0,1.0,25.0,70.0,3.0,1:24.647,186.322,1.0,13264.2,3,2013,10,2013-07-28,Hungary,28.553632175883145,109.06700000000001,208.0,2.0,3.0,25.0,True,True,1.0
3,rosberg,German,890.0,84.0,6.0,2.0,131.0,19.0,0.0,64.0,4.0,1:25.089,185.354,5.0,13478.0,3,2013,10,2013-07-28,Hungary,28.08545007768811,108.552,208.0,2.0,3.0,25.0,False,True,4.0
1,hamilton,British,891.0,139.0,3.0,1.0,131.0,3.0,15.0,44.0,7.0,1:51.596,225.943,1.0,11742.75,2,2013,11,2013-08-25,Belgium,28.630293572078823,84.589,235.0,2.0,3.0,27.0,False,True,12.0
3,rosberg,German,891.0,96.0,6.0,2.0,131.0,4.0,12.0,44.0,6.0,1:51.582,225.971,1.0,11877.5,2,2013,11,2013-08-25,Belgium,28.16211147388379,84.19200000000001,235.0,2.0,3.0,27.0,False,True,6.0
1,hamilton,British,892.0,141.0,3.0,1.0,131.0,9.0,2.0,53.0,1.0,1:25.849,242.924,1.0,12417.0,2,2013,12,2013-09-08,Italy,28.668624270176664,103.254,245.0,3.0,3.0,10.0,False,True,5.0
3,rosberg,German,892.0,104.0,6.0,2.0,131.0,6.0,8.0,53.0,2.0,1:26.500,241.095,1.0,8324.666666666666,1,2013,12,2013-09-08,Italy,28.200442171981628,102.932,245.0,3.0,3.0,10.0,False,True,2.0
1,hamilton,British,893.0,151.0,3.0,1.0,131.0,5.0,10.0,61.0,4.0,1:49.916,165.89,1.0,15002.75,2,2013,13,2013-09-22,Singapore,28.706954968274502,97.42,267.0,3.0,3.0,22.0,False,True,2.0
3,rosberg,German,893.0,116.0,6.0,2.0,131.0,4.0,12.0,61.0,6.0,1:50.353,165.233,1.0,14931.0,2,2013,13,2013-09-22,Singapore,28.23877287007947,97.679,267.0,3.0,3.0,22.0,False,True,5.0
1,hamilton,British,894.0,161.0,4.0,1.0,131.0,5.0,10.0,55.0,5.0,1:42.539,197.134,1.0,11354.0,2,2013,14,2013-10-06,Korea,28.745285666372343,91.253,283.0,3.0,3.0,16.0,False,False,3.0
3,rosberg,German,894.0,122.0,6.0,2.0,131.0,7.0,6.0,55.0,4.0,1:42.471,197.265,1.0,16685.25,2,2013,14,2013-10-06,Korea,28.277103568177306,91.397,283.0,3.0,3.0,16.0,False,True,6.0
1,hamilton,British,895.0,161.0,4.0,1.0,131.0,20.0,0.0,7.0,20.0,1:41.202,206.569,29.0,8731.0,1,2013,15,2013-10-13,Japan,28.764451015421262,84.941,287.0,3.0,3.0,4.0,False,True,3.0
3,rosberg,German,895.0,126.0,6.0,2.0,131.0,8.0,4.0,53.0,2.0,1:34.650,220.868,1.0,14473.0,4,2013,15,2013-10-13,Japan,28.296268917226225,84.87100000000001,287.0,3.0,3.0,4.0,True,True,2.0
1,hamilton,British,896.0,169.0,4.0,1.0,131.0,6.0,8.0,60.0,15.0,1:29.052,207.182,1.0,12004.25,2,2013,16,2013-10-27,India,28.8027817135191,100.477,313.0,2.0,3.0,26.0,False,True,4.0
3,rosberg,German,896.0,144.0,6.0,2.0,131.0,2.0,18.0,60.0,9.0,1:28.816,207.732,1.0,12119.75,2,2013,16,2013-10-27,India,28.334599615324066,100.41900000000001,313.0,2.0,3.0,26.0,True,True,3.0
1,hamilton,British,897.0,175.0,4.0,1.0,131.0,7.0,6.0,55.0,10.0,1:45.463,189.586,1.0,10969.75,2,2013,17,2013-11-03,UAE,28.82194706256802,97.34500000000001,334.0,2.0,3.0,21.0,False,True,5.0
3,rosberg,German,897.0,159.0,6.0,2.0,131.0,3.0,15.0,55.0,6.0,1:44.458,191.41,1.0,11046.5,2,2013,17,2013-11-03,UAE,28.353764964372985,98.364,334.0,2.0,3.0,21.0,False,True,14.0
1,hamilton,British,898.0,187.0,3.0,1.0,131.0,4.0,12.0,56.0,5.0,1:40.818,196.857,1.0,8267.666666666666,1,2013,18,2013-11-17,USA,28.86027776066586,85.342,348.0,2.0,3.0,14.0,False,True,5.0
3,rosberg,German,898.0,161.0,6.0,2.0,131.0,9.0,2.0,56.0,8.0,1:41.133,196.244,1.0,8235.666666666666,1,2013,18,2013-11-17,USA,28.392095662470823,85.55600000000001,348.0,2.0,3.0,14.0,False,True,2.0
1,hamilton,British,901.0,25.0,2.0,1.0,131.0,1.0,25.0,56.0,1.0,1:43.066,193.611,1.0,15057.2,3,2014,2,2014-03-30,Malaysia,29.22441939259533,93.46400000000001,68.0,1.0,2.0,43.0,True,True,2.0
3,rosberg,German,901.0,43.0,1.0,1.0,131.0,2.0,18.0,56.0,2.0,1:43.960,191.946,1.0,15113.6,3,2014,2,2014-03-30,Malaysia,28.756237294400297,93.185,68.0,1.0,2.0,43.0,True,True,1.0
1,hamilton,British,902.0,50.0,2.0,2.0,131.0,1.0,25.0,57.0,2.0,1:37.108,200.634,1.0,12684.0,2,2014,3,2014-04-06,Bahrain,29.24358474164425,113.86000000000001,111.0,1.0,3.0,43.0,True,True,1.0
3,rosberg,German,902.0,61.0,1.0,1.0,131.0,2.0,18.0,57.0,1.0,1:37.020,200.816,1.0,12665.75,2,2014,3,2014-04-06,Bahrain,28.775402643449215,115.143,111.0,1.0,3.0,43.0,True,True,4.0
1,hamilton,British,903.0,75.0,2.0,3.0,131.0,1.0,25.0,54.0,2.0,1:41.196,193.916,1.0,11967.75,2,2014,4,2014-04-20,China,29.28191543974209,85.232,154.0,1.0,4.0,43.0,True,True,1.0
3,rosberg,German,903.0,79.0,1.0,1.0,131.0,2.0,18.0,54.0,1.0,1:40.402,195.45,1.0,11818.0,2,2014,4,2014-04-20,China,28.813733341547053,85.4,154.0,1.0,4.0,43.0,True,True,2.0
1,hamilton,British,904.0,100.0,1.0,4.0,131.0,1.0,25.0,66.0,3.0,1:29.483,187.275,1.0,11861.5,2,2014,5,2014-05-11,Spain,29.33941148688885,76.048,197.0,1.0,5.0,43.0,True,True,2.0
3,rosberg,German,904.0,97.0,2.0,1.0,131.0,2.0,18.0,66.0,2.0,1:29.236,187.794,1.0,11367.5,2,2014,5,2014-05-11,Spain,28.871229388693813,75.989,197.0,1.0,5.0,43.0,True,True,1.0
1,hamilton,British,905.0,118.0,2.0,4.0,131.0,2.0,18.0,78.0,3.0,1:19.361,151.51,1.0,9471.666666666666,1,2014,6,2014-05-25,Monaco,29.377742184986687,74.953,240.0,1.0,6.0,43.0,False,False,2.0
